Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Z-score,Combined Score,Genes
GO_Biological_Process_GeneRIF_Predicted_zscore,negative_regulation_of_peptidase_activity_(GO:0010466),2/200,0.2235556120827191,0.3499368677534138,0.2445725924537249,0.382835242400092,-2.8978108790407413,4.341196198184984,Dsp1;robo2
GO_Biological_Process_GeneRIF_Predicted_zscore,DNA_catabolic_process_(GO:0006308),2/200,0.2235556120827191,0.3499368677534138,0.2445725924537249,0.382835242400092,-2.860306546623399,4.285011142602775,Dsp1;MEP-1
GO_Biological_Process_GeneRIF_Predicted_zscore,cell_cycle_G2/M_phase_transition_(GO:0044839),2/200,0.2235556120827191,0.3499368677534138,0.2445725924537249,0.382835242400092,-2.830012932947739,4.239628429234816,MEP-1;Rok
GO_Biological_Process_GeneRIF_Predicted_zscore,axon_guidance_(GO:0007411),2/200,0.2235556120827191,0.3499368677534138,0.2445725924537249,0.382835242400092,-2.826425774578884,4.234254524959077,Dsp1;robo2
GO_Biological_Process_GeneRIF_Predicted_zscore,acylglycerol_metabolic_process_(GO:0006639),2/200,0.2235556120827191,0.3499368677534138,0.2445725924537249,0.382835242400092,-2.7828066208597546,4.168908885717011,Ubr1;Rok
GO_Biological_Process_GeneRIF_Predicted_zscore,wing_disc_pattern_formation_(GO:0035222),3/200,0.0599066825338914,0.2005231514580909,0.0691858637773741,0.2309798889650876,-1.4692676968344816,4.135940401911369,Dsp1;robo2;numb
GO_Biological_Process_GeneRIF_Predicted_zscore,acylglycerol_catabolic_process_(GO:0046464),2/200,0.2235556120827191,0.3499368677534138,0.2445725924537249,0.382835242400092,-2.7444564300987926,4.11145665391841,Ubr1;Rok
GO_Biological_Process_GeneRIF_Predicted_zscore,sulfate_transport_(GO:0008272),3/200,0.0599066825338914,0.2005231514580909,0.0691858637773741,0.2309798889650876,-1.456602781753919,4.100289081133454,Dsp1;robo2;Sxl
GO_Biological_Process_GeneRIF_Predicted_zscore,acylglycerol_biosynthetic_process_(GO:0046463),2/200,0.2235556120827191,0.3499368677534138,0.2445725924537249,0.382835242400092,-2.7363641093531417,4.099333588086335,Ubr1;Rok
GO_Biological_Process_GeneRIF_Predicted_zscore,positive_regulation_of_phagocytosis_(GO:0050766),3/200,0.0599066825338914,0.2005231514580909,0.0691858637773741,0.2309798889650876,-1.4465865934023707,4.072093839268696,foxo;Ubr1;Rok
GO_Biological_Process_GeneRIF_Predicted_zscore,negative_regulation_of_lipid_storage_(GO:0010888),2/200,0.2235556120827191,0.3499368677534138,0.2445725924537249,0.382835242400092,-2.6885974598688622,4.0277746058763455,Pat1;Rok
GO_Biological_Process_GeneRIF_Predicted_zscore,cellular_respiration_(GO:0045333),2/200,0.2235556120827191,0.3499368677534138,0.2445725924537249,0.382835242400092,-2.6808156052884256,4.016116647876477,MEP-1;Rok
