Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Z-score,Combined Score,Genes
GO_Biological_Process_2018,aerobic respiration (GO:0009060),1/16,0.0545736733797252,0.1478788902433333,0.0706643421968435,0.1937774690068268,-2.651709045232168,7.7117100170149,ox
GO_Biological_Process_2018,regulation of cell-cell adhesion (GO:0022407),1/15,0.0512505579990687,0.1470081795236445,0.0666453378264056,0.1937774690068268,-2.585484824269068,7.681549805668898,robo2
GO_Biological_Process_2018,regulation of neural precursor cell proliferation (GO:2000177),1/17,0.0578853148353109,0.1478788902433333,0.0746665476907039,0.1937774690068268,-2.685043059905813,7.650470519052751,numb
GO_Biological_Process_2018,regulation of supramolecular fiber organization (GO:1902903),1/13,0.0445697486118269,0.1388029313911182,0.0585566587147435,0.1877257588207954,-2.386620320831829,7.424059670531944,Rok
GO_Biological_Process_2018,negative regulation of female receptivity (GO:0007621),1/19,0.064474332017743,0.1550228424250144,0.0826208341650729,0.2001260205331767,-2.6959331214333817,7.390868537370752,egh
GO_Biological_Process_2018,male germ-line stem cell population maintenance (GO:0036098),1/16,0.0545736733797252,0.1478788902433333,0.0706643421968435,0.1937774690068268,-2.539934816546909,7.386647793259216,bel
GO_Biological_Process_2018,ecdysone-mediated induction of salivary gland cell autophagic cell death (GO:0035072),1/16,0.0545736733797252,0.1478788902433333,0.0706643421968435,0.1937774690068268,-2.4938445920594368,7.252608032560137,bel
GO_Biological_Process_2018,regulation of antimicrobial humoral response (GO:0002759),1/17,0.0578853148353109,0.1478788902433333,0.0746665476907039,0.1937774690068268,-2.538880306957628,7.23401022122315,Dsp1
GO_Biological_Process_2018,induction of programmed cell death by ecdysone (GO:0035078),1/16,0.0545736733797252,0.1478788902433333,0.0706643421968435,0.1937774690068268,-2.472382150121981,7.190190879827536,bel
GO_Biological_Process_2018,photoreceptor cell morphogenesis (GO:0008594),1/19,0.064474332017743,0.1550228424250144,0.0826208341650729,0.2001260205331767,-2.5674768987479317,7.038707333100742,ninaE
GO_Biological_Process_2018,regulation of oviposition (GO:0046662),1/18,0.0611855214091396,0.1515732234908231,0.0786520224036514,0.199373731209256,-2.5068247198472675,7.003678946682529,egh
GO_Biological_Process_2018,muscle organ development (GO:0007517),2/43,0.0099400289453602,0.1345056624303814,0.015810270206891,0.1875494608760724,-1.5062408264452185,6.945555626917786,pcs;fru
GO_Biological_Process_2018,nervous system development (GO:0007399),5/246,0.0017072395453394,0.0529681462153885,0.0040452079441761,0.1202529997950548,-1.083857280444135,6.907289690739507,unc-119;fru;Imp;RabX1;numb
GO_Biological_Process_2018,"regulation of gene expression, epigenetic (GO:0040029)",1/18,0.0611855214091396,0.1515732234908231,0.0786520224036514,0.199373731209256,-2.467234874543834,6.893071067376564,Sxl
GO_Biological_Process_2018,DNA duplex unwinding (GO:0032508),1/17,0.0578853148353109,0.1478788902433333,0.0746665476907039,0.1937774690068268,-2.3957322786482576,6.826139752851673,Dsp1
GO_Biological_Process_2018,regulation of neurotransmitter secretion (GO:0046928),1/19,0.064474332017743,0.1550228424250144,0.0826208341650729,0.2001260205331767,-2.473841454103799,6.782006877031904,Frq2
GO_Biological_Process_2018,neuron development (GO:0048666),2/49,0.0127719725460378,0.1345056624303814,0.0200381349384995,0.1875494608760724,-1.531345039304305,6.677433341905688,egh;fru
GO_Biological_Process_2018,regulation of compound eye retinal cell programmed cell death (GO:0046669),1/19,0.064474332017743,0.1550228424250144,0.0826208341650729,0.2001260205331767,-2.4088984736806744,6.603966469828792,ninaE
GO_Biological_Process_2018,cytoplasmic translation (GO:0002181),3/107,0.00628481816884,0.1345056624303814,0.0114414293264064,0.1875494608760724,-1.2994062344014623,6.587493713844928,RpL39;RpL41;CG13364
