names,scores,logfoldchanges,pvals,pvals_adj,significant
beat-IIa,14.517954,0.40195173,9.32527731689025e-48,2.9961728415954713e-46,False
E2f1,14.45882,0.4622402,2.2054423330410086e-47,7.068711633778511e-46,False
Rad23,14.439295,0.4417219,2.928239367277603e-47,9.362528838295615e-46,False
CG34117,14.4365,0.641398,3.049396286541919e-47,9.726241893555184e-46,False
CG46301,14.431624,0.56974524,3.272823330496888e-47,1.0413600819869153e-45,False
C3G,14.393539,0.48831266,5.68123960599958e-47,1.8033132768705427e-45,False
clu,14.387312,0.57776606,6.216590294431563e-47,1.9684870616656665e-45,False
CG32369,14.370069,0.40247127,7.975195582936239e-47,2.519279931619354e-45,False
lncRNA:alphagamma-element:CR32865,14.365581,0.9671572,8.509076303927555e-47,2.6814813359691128e-45,False
CG8369,14.364903,0.5279013,8.592599979539616e-47,2.701324314141868e-45,False
CG3726,14.284188,0.45832637,2.745917670443715e-46,8.591453358881157e-45,False
app,14.274198,0.46550757,3.169163538576898e-46,9.892156308892877e-45,False
Pvf3,14.26367,0.37834796,3.685511795305279e-46,1.1476613863058452e-44,False
Rgk3,14.25199,0.6617257,4.356821338210322e-46,1.35349856277593e-44,False
rsh,14.226598,0.3818782,6.26569036863983e-46,1.941920687129623e-44,False
inaE,14.141392,0.35127574,2.1106872268625374e-45,6.510925081737231e-44,False
5-HT2A,14.11703,0.6302502,2.9830099327613974e-45,9.180265462861248e-44,False
kairos,14.065419,0.5254783,6.195462341596485e-45,1.90220959418036e-43,False
Lim1,14.05929,0.75731975,6.756052780121907e-45,2.0694939296872255e-43,False
ckn,14.005986,0.49466324,1.4327621057738142e-44,4.378587635342719e-43,False
CG32683,14.004518,0.6655557,1.46270286433478e-44,4.4597165522559964e-43,False
mRpL34,13.969883,1.0061493,2.3801694998504164e-44,7.223512101047188e-43,True
side-III,13.968818,0.35829133,2.4160527151241723e-44,7.315518140425518e-43,False
CG42346,13.949963,0.6094475,3.147718657611617e-44,9.509004799925119e-43,False
robo2,13.925357,1.0682372,4.443193757614475e-44,1.3391745222204545e-42,True
ab,13.822978,0.39793712,1.852458332301158e-43,5.5577979325957804e-42,False
Dyb,13.800836,0.39244154,2.5191424667038762e-43,7.540786140081011e-42,False
