names,scores,logfoldchanges,pvals,pvals_adj,significant
CASK,21.52297,0.5016196,9.48842448870386e-103,5.853867896998001e-101,False
rin,21.423094,0.57472146,8.139765814396428e-102,4.998348718083339e-100,False
gro,21.29216,0.7705198,1.3419909848627742e-100,8.164399783371165e-99,False
bru3,21.282993,0.56942195,1.631864054585388e-100,9.882177668804877e-99,False
heca,21.136868,0.5676509,3.64487212718061e-99,2.187089708825589e-97,False
CG43737,21.109623,0.5570351,6.488715893652909e-99,3.8758279799314943e-97,False
tna,20.953775,0.5557467,1.7333279665540873e-97,1.0214198568828369e-95,False
Tom7,20.90648,0.6787029,4.6746759563487567e-97,2.7424069974276345e-95,False
anne,20.882452,0.5136067,7.732059894219242e-97,4.5158666253304475e-95,False
28SrRNA-Psi:CR40596,20.863855,2.8028333,1.1409264753283264e-96,6.63403310278298e-95,True
CG40228,20.806858,0.801933,3.7513677139650544e-96,2.171661811859682e-94,False
nej,20.803942,0.6049553,3.98654793130826e-96,2.2976853669000807e-94,False
CG32369,20.785124,0.7949289,5.9012289378369435e-96,3.377064967444994e-94,False
CG15431,20.785046,0.8344872,5.910698900482069e-96,3.377064967444994e-94,False
UBL3,20.761484,0.7916227,9.653899219101474e-96,5.468184898198813e-94,False
CG46385,20.736376,0.6496284,1.627349966425068e-95,9.178114123944986e-94,False
sgg,20.689116,0.46578544,4.340968296181752e-95,2.4378061700907864e-93,False
Dora,20.549847,0.48976377,7.720589058710014e-94,4.29899410256391e-92,False
CG44422,20.390434,0.74370027,2.0333446228068164e-92,1.1274338265107332e-90,False
B4,20.387842,0.7849791,2.1439715195413274e-92,1.1837785604324616e-90,False
Dhit,20.38198,0.45530483,2.416771080224297e-92,1.3288196136078447e-90,False
swm,20.323452,0.9371095,7.976616874817226e-92,4.367530097998882e-90,False
sordd1,20.320238,1.0918887,8.516212300428484e-92,4.643632607466004e-90,True
Alk,20.307102,0.48033965,1.112778711401745e-91,6.042572333276997e-90,False
GluRIA,20.30191,0.8123062,1.2368104113874671e-91,6.68844675557313e-90,False
Pkc53E,20.242157,0.554336,4.165341413573341e-91,2.243309488351118e-89,False
Alat,20.234175,1.0876743,4.897550410381318e-91,2.6268861201151386e-89,True
elav,20.170332,0.46258175,1.7843604256449218e-90,9.493230912307659e-89,False
RpS27,20.16042,0.32051218,2.1803005014179913e-90,1.155295519723138e-88,False
ox,20.090933,0.6675161,8.8583363991039e-90,4.656295944824974e-88,False
CG32544,19.96713,1.0685538,1.0639280732298896e-88,5.548047146949992e-87,True
CG12025,19.963085,0.6465244,1.1536434299434008e-88,5.992106052524202e-87,False
CG32767,19.924555,0.46722472,2.4925717899970815e-88,1.2895624367067579e-86,False
Mnt,19.901175,0.61555696,3.9749832255559744e-88,2.0484413555698458e-86,False
Hrb27C,19.776087,0.33714974,4.784079258689229e-87,2.4273199049588866e-85,False
Drep2,19.734438,0.59124243,1.0915600059347033e-86,5.516996168456898e-85,False
lola,19.605028,0.38494897,1.4007541947686408e-85,7.052609530059276e-84,False
GluRIB,19.413877,0.6316185,5.891012456038158e-84,2.9212752711244315e-82,False
hrg,19.311064,0.7102949,4.335525533735043e-83,2.133825507071618e-81,False
hrm,19.26341,0.8060229,1.0896117085657596e-82,5.342756515769644e-81,False
mir-9381,19.05545,2.0347762,5.920388824451824e-81,2.892186971826075e-79,True
CHES-1-like,19.038948,0.6890689,8.113967821135623e-81,3.949098190279378e-79,False
NfI,19.029556,0.78473526,9.70720625333765e-81,4.707099534136902e-79,False
rdgB,18.970127,0.553638,3.0117384704416922e-80,1.4550461485321423e-78,False
AP-1gamma,18.967392,0.74938875,3.1726028835673114e-80,1.5271492488263018e-78,False
CG31221,18.901955,0.515647,1.0990570221382274e-79,5.271061433546879e-78,False
CG42258,18.783316,0.6941338,1.0341729077778341e-78,4.888513014787237e-77,False
RhoGAP71E,18.583158,0.56021667,4.398420866482437e-77,2.0569269966706653e-75,False
Galphaq,18.544655,0.64352113,9.007580401536195e-77,4.19746858356692e-75,False
shep,18.46034,0.22000363,4.3061888904852795e-76,1.9995628342709205e-74,False
Rnf11,18.395063,0.8935428,1.4389173248407002e-75,6.65803259356748e-74,False
Con,18.372114,0.5190341,2.1968812683809273e-75,1.0129549736067988e-73,False
csw,18.325205,0.46991098,5.208571796851616e-75,2.393211258126821e-73,False
tou,18.291111,0.5586625,9.741008298849567e-75,4.460159932236312e-73,False
Ubr1,18.243332,0.8973051,2.3376529611829126e-74,1.0666353320453005e-72,False
kirre,18.235596,0.6051884,2.693026788113965e-74,1.2245351218894677e-72,False
dpr10,18.22255,0.89273137,3.41848143547065e-74,1.5490436049489592e-72,False
CG5282,18.150389,1.1714607,1.2749418611858323e-73,5.757392095478702e-72,True
Myc,18.080893,1.2415539,4.5072781906091663e-73,2.028429544616269e-71,True
alpha-Man-Ia,18.072584,0.733068,5.2401112205725624e-73,2.350180940257476e-71,False
CG43736,18.050255,0.52309585,7.852707987933913e-73,3.5099467914775357e-71,False
Ptpmeg2,18.00369,0.5606749,1.8226120359437729e-72,8.118964326893938e-71,False
CRMP,17.995632,1.1058815,2.1080353502511705e-72,9.358679911368457e-71,True
hbt,17.95128,0.6687191,4.689672963569612e-72,2.0749829095713225e-70,False
REPTOR-BP,17.945465,0.84943527,5.207200488422933e-72,2.288555906968755e-70,False
CG17124,17.896694,0.5482703,1.2513180168839698e-71,5.481190019957415e-70,False
MFS17,17.842422,0.51418906,3.31027918229225e-71,1.4451953067941016e-69,False
Sap47,17.817696,0.26235414,5.1515702887803515e-71,2.2342173321736833e-69,False
CG2865,17.747593,0.69442254,1.7990325462714424e-70,7.776673253471389e-69,False
RASSF8,17.708937,0.6323736,3.577634006439271e-70,1.5414324091350315e-68,False
Gprk2,17.67199,0.49106702,6.892364979119078e-70,2.9598878493661373e-68,False
hang,17.613905,0.70232844,1.9267988612413736e-69,8.247577796603548e-68,False
CG10804,17.557396,0.5681608,5.221554231806235e-69,2.2205968983872405e-67,False
CG42450,17.482437,0.4066331,1.949838706981816e-68,8.265429176918725e-67,False
Snap25,17.400255,0.26680514,8.213630111384138e-68,3.459465169669839e-66,False
VhaPPA1-1,17.388853,0.56544715,1.0022095836782242e-67,4.207679277672698e-66,False
HUWE1,17.292645,0.8636742,5.3444063609444204e-67,2.2224950629484376e-65,False
unc-119,17.262514,0.5029488,9.010159658547444e-67,3.7233493104708166e-65,False
Socs36E,17.238306,0.61481917,1.369910675703981e-66,5.643258993550474e-65,False
rl,17.199232,0.4526251,2.6907417950634715e-66,1.1015276613373544e-64,False
nAChRalpha6,17.169655,0.4086295,4.4808196041737514e-66,1.828647528523207e-64,False
l(3)80Fj,17.160172,0.45260796,5.275816460454437e-66,2.146424275753305e-64,False
Pdk1,17.137117,0.82798725,7.844433275398882e-66,3.171806082215899e-64,False
Marf,17.13619,0.61087763,7.970482863658554e-66,3.212886972740401e-64,False
comt,17.123362,0.5437002,9.93664968712273e-66,3.993196132675223e-64,False
fwe,17.089947,0.5089888,1.7633655272660278e-65,7.064751949330144e-64,False
Cds,17.082394,0.717579,2.0071169200972333e-65,8.016876427658888e-64,False
